description;address;neighborhood;area;bedrooms;suites;wc;parking_spots;value;condo_fee;df_tax;aptlink
APARTAMENTO RESIDENCIAL em BRASÍLIA - DF, ASA SUL;-;Asa Sul;87;3;-;2;-;740000;600;1332;-
QNN 23 KIT LOFT AC FINANCIAMENTO;QNN 23 Conjunto O;Ceilândia Norte;36;1;0;1;0;98000;210;0;-
VENDA - BELÍSSIMO APARTAMENTO REFORMADO - SQS 205;SQS 205;Asa Sul;98;3;1;2;-;1180000;0;0;-
Apartamento para venda tem 48 metros quadrados com 2 quartos em Guará II - Brasília - DF;Rua 18;Guará II;48;2;-;1;3;120000;-;0;-
Apartamento 2 quartos em Ceilândia Norte - Brasília - DF;QNN 11;Ceilândia Norte;-;2;1;1;1;245000;0;600;-
Lançamento 02 Quartos suite R$ 75,50 M² Noroeste Entrega Rápida!!!;CLNW 4/5;Setor Noroeste;130;2;1;2;1;910000;600;1600;-
Excelente Apartamento! 02 Quartos, Suíte, 79m2, Financia, Ed. Aquamarine, Águas Claras;Rua 36;Sul;-;2;1;2;1;650000;696;0;-
APARTAMENTO RESIDENCIAL em BRASÍLIA - DF, APTO 03 QTOS + DCE COM 02 VAGAS;Quadra 204;Sul;107;3;1;1;2;830000;820;-;-
Apartamento para venda tem 44 metros quadrados com 1 quarto em Norte - Brasília - DF;Rua Copaíba;Norte;-;1;1;1;1;330000;400;900;-
Apto em taguatinga;CSE 4;Taguatinga Sul;50;2;0;1;-;140000;300;-;-
APARTAMENTO QE 2 BLOCO I;QE 2 Bloco I;Guará I;82;4;1;2;2;599500;-;-;-
EXCELENTE APARTAMENTO NO RESIDENCIAL LE VILLE;Rua 12;Sul;88;2;1;2;1;398000;400;500;-
Apartamento para venda possui 149 metros quadrados com 3 quartos 1 suíte e varanda gourmet;Rua 5 Chácara 120;Setor Habitacional Vicente Pires;149;3;1;3;0;650000;0;0;-
Apartamento novo de 42 m² com 2 quartos em Sucupira - Riacho Fundo I - Brasília - DF;Avenida Sucupira;Riacho Fundo I;42;2;0;1;0;139000;100;0;-
NOROESTE QUADRA 109 APARTAMENTO ANDAR ALTO 2 QUARTOS 1 SUÍTE COM ARMÁRIOS;SQNW 109 Bloco A;Setor Noroeste;-;2;1;1;1;990000;998;1664;-
Prestação baixa média 580, documentação grátis, ganhe vantagens pelo programa casa verde e amarela;QR 407 Conjunto 6;Samambaia Norte;56;2;0;1;1;175400;200;100;-
EXCELENTE APARTAMENTO NO GAMAGGIORE À VENDA 2 QUARTOS SENDO 1 SUÍTE - 66 m² R$ 340.000;Quadra 1;Setor Industrial;66;2;1;1;1;350000;-;-;-
Apartamento para venda possui 109 metros quadrados com 3 quartos em Norte - Brasília - DF;Alameda dos Eucaliptos Quadra 107;Norte;-;3;1;3;2;800000;0;0;-
Apartamento 3 quartos em Águas Claras Norte - Brasília - Distrito Federal;Rua 31;Norte;-;3;1;3;2;1250000;1120;-;-
Apartamento para venda possui 103 metros quadrados com 3 quartos em Sul - Brasília - DF;Avenida das Araucárias;Sul;-;3;1;2;2;926666;570;0;-
Ótimo Apartamento - Reformado - CSB 02 - Taguatinga Sul - DF;CSB 2;Taguatinga Sul;-;2;-;2;1;290000;0;0;-
Apartamento 3 quartos CBN 01 Taguatinga Norte, aceita financiamento e FGTS;CNB 1;Taguatinga Norte;126;3;1;2;1;439000;810;-;-
Apartamento para aluguel e venda com 45 metros quadrados com 2 quartos;Condomínio Jardim Botânico VI;Setor Habitacional Jardim Botânico;80;2;1;2;0;310000;0;0;-
2 quartos Viviane Rinaldi, Aguas Claras, Rua 25 Norte;Rua 25;Norte;57;2;1;2;1;489000;400;890;-
Residencial CasaBlanca Mall - 2 quartos andar alto - nascente - vista livre;Rua 24;Norte;74;2;1;2;1;710000;500;700;-
Apartamento de 01 Quarto - QNN 03/05 - Ceilândia Norte - Brasília - DF;QNN 3 Conjunto N;Ceilândia Norte;-;1;0;1;0;61000;0;0;-
LINDA CASA COM FINO ACABAMENTO 03 QUARTOS NO CONDOMÍNIO LEBLON - PONTE ALTA NORTE - GAMA/DF;Rua do Sol;Ponte Alta Norte;400;3;2;4;2;920000;150;-;-
Apartamento 2 quartos QI 3 Bloco E do Guará I;QI 3 Bloco E;Guará I;70;2;-;2;1;360000;300;400;-
Apartamento-À VENDA-Sul (Águas Claras)-Brasília-DF;Quadra 209;Sul;94;3;2;4;2;860000;742;1174;-
Residencial São Gabriel - 2 quartos - 50m²;QN 401 Conjunto M;Samambaia Norte;50;2;0;1;1;218000;280;400;-
Apartamento para venda tem 66 metros quadrados com 2 quartos em Sul - Brasília - DF;Avenida Jacarandá;Sul;113;2;1;2;1;581000;700;1000;-
VENDO SQS 311REFORMADO GARAGEM 150 M² PRIVATIVOS 3 QUARTOS 2 SUÍTES;SQS 311;Asa Sul;-;3;2;4;1;1800000;0;0;-
Apartamento com 2 dormitórios à venda, 65 m² por R$ 150.000 - Paranoá - Paranoá/DF;Quadra 24 Conjunto D;Paranoá;65;2;1;1;0;150000;0;0;-
Apartamento para venda com 34 metros quadrados com 1 quarto em Ceilândia Norte - Brasília - DF;QNN 11;Ceilândia Norte;-;1;-;1;-;149688;259;0;-
Apartamento para venda com 87 metros quadrados com 3 quartos em Samambaia Sul - Brasília - DF;Quadra 101 Conjunto 3;Samambaia Sul;-;3;1;2;1;474900;481;500;-
QS 406 Ótimo Apartamento 2 Quartos AC Financiamento em Samambaia Norte - Brasília - DF;QS 406 Conjunto A;Samambaia Norte;-;2;0;1;1;180000;314;0;-
Apartamento para venda com 169 metros quadrados com 4 quartos 2 suítes com varanda gourmet;Rua 5 Chácara 120;Setor Habitacional Vicente Pires;169;4;2;3;2;750000;-;-;-
Vendo Apartamento, 3 quartos, Residencial Flex Gama, Setor Central, Gama-DF;Área Especial Lado Leste;Setor Central;-;3;1;1;1;505000;0;0;-
Apartamento com 2 quartos lazer Taguatinga;Setor SAGOCA;Taguatinga Norte;-;2;-;1;1;265000;0;0;-
Apartamento para venda com 62 metros quadrados com 3 quartos em Samambaia Norte - Brasília - DF;QR 208 Conjunto 6;Samambaia Norte;75;3;1;2;1;249000;498;400;-
Apartamento 3 quartos - Residencial Cedro - Águas Claras;Rua 5;Norte;-;3;1;2;1;600000;0;0;-
Apartamento para Venda em Brasília, Taguatinga Norte (Taguatinga), 2 dormitórios, 1 suíte, 1 banheir;Setor SAGOCA;Taguatinga Norte;50;2;1;1;1;265000;320;564;-
Apartamento para venda tem 43 metros quadrados com 1 quarto em Norte - Brasília - DF;Rua Copaíba;Norte;-;1;1;1;1;415000;478;390;-
Riacho fundo 1 Qn 07, apto 2 quartos, armário, reformado, só 170mil Ac carro;QOF QN 7 Conjunto 1;Riacho Fundo I;55;2;0;1;0;170000;-;-;-
EXCELENTE 3 QUARTOS REFORMADO COM 2 VAGAS NA QUADRA 204!!!!!!;Quadra 204;Sul;104;3;1;3;2;800000;850;-;-
QE 40 P.Modas 02 qto Frente Nasc.Sala c/Coz.Amer.Terr.Quitado!Prox. a Pista!;QE 40;Guará II;-;2;0;1;0;123000;0;0;-
Residencial Estilo - QR 408 - 1 quarto - 30m² - com armários planejados;QR 408 Conjunto 24-A;Samambaia Norte;30;1;1;1;0;160000;350;500;-
Apartamento com 3 quartos para venda em aguas claras, edificio jales machado 97m²;Rua 8;Sul;97;3;1;3;1;849000;705;1005;-
Apartamento para venda possui 69 metros quadrados com 3 quartos em Norte - Brasília - DF;Avenida Parque Águas Claras Conjunto 8;Norte;-;3;1;2;1;420000;400;1200;-
Apartamento para venda com 82 metros quadrados com 3 quartos em Norte - Brasília - DF;Rua das Carnaúbas;Norte;-;3;1;2;2;689825;0;0;-
Apartamento para venda tem 49 metros quadrados com 2 quartos em Taguatinga Norte - Brasília - DF;Setor SAGOCA;Taguatinga Norte;-;2;-;1;1;265003;0;0;-
Vendo - Apartamento de 3 quartos garagem coberta - 210 Norte;SQN 210 Bloco F;Asa Norte;-;3;3;1;1;1090000;0;0;-
Apartamento para venda com 58 metros otimo ap qdr quadrados com 2 quartos;Quadra 2 Conjunto A;Sobradinho;62;2;0;1;0;230000;-;-;-
APARTAMENTO 1 QUARTO NO ROSELI GONÇALVES, AGUAS CLARAS, VISTA LIVRE.;Rua Copaíba;Norte;70;1;-;1;1;330000;359;573;-
APARTAMENTO DE 3 QUARTOS NO RESIDENCIAL BELLO RECANTO;Quadra 406 Área Especial s/n;Recanto das Emas;106;3;1;2;2;255000;300;500;-
Apartamento para venda com 102 metros quadrados com 2 quartos em Asa Sul - Brasília - DF;Rodovia DF-425;Setor Habitacional Contagem;102;2;0;1;0;160000;0;0;-
Vendo apt 3 qts/suite CSD 04 Vila Matias- Tag Sul-DF;CSD 4;Taguatinga Sul;80;3;1;1;0;180000;0;0;-
Ágio - Cobertura 2 Quartos em Águas Claras;Rua 36;Norte;106;2;1;3;2;230000;800;-;-
Apartamento de 03 quartos - Núcleo Bandeirante;-;Núcleo Bandeirante;80;3;-;1;0;290000;0;0;-
Apartamento à venda de 02 quartos, 67m², reformado, nascente, Qd 207 Águas Claras – DF;Quadra 207;Sul;67;2;-;1;1;498000;0;0;-
SINFONIA - APARTAMENTO - 03 QUARTOS - 01 SUÍTE - 02 VAGAS SOLTAS - ÁGUAS CLARAS;-;Sul;103;3;1;3;2;1070000;890;-;-
Ade Aguas Claras;ADE Conjunto 4;Área de Desenvolvimento Econômico;60;2;-;2;0;102000;0;60;-
Apartamento 04 Quartos C/04 Suítes e 03 Vagas à venda em Taguatinga Sul - Brasília - DF;CSA 2;Taguatinga Sul;380;4;4;6;3;1490000;1500;-;-
Apartamento a venda de 01 quarto, Grande Colorado Sobradinho DF;Rodovia DF-150;Grande Colorado;50;2;1;1;-;140000;-;-;-
Apartamento de 1 quarto à venda no Edifício DUE MURANO, na SQNW 307 – Noroeste/DF, com vaga de garag;SQNW 307 Bloco D;Setor Noroeste;88;1;0;1;1;635000;512;1511;-
Apartamento ótima oportunidade para sair do aluguel;QR 407;Samambaia Norte;-;2;0;1;0;180000;0;0;-
Apartamento 2qrts com oportunidade única;QR 407;Samambaia Norte;-;2;0;1;0;177000;0;0;-
Espetacular 03 Quartos com suite 72 M² R$ 570.000,00 Aguas Claras!!!!! Nascente;Rua 25;Sul;120;3;1;2;1;570000;580;900;-
Apartamento com 2 dormitórios à venda, 57 m² por R$ 290.000,00 - Vicente Pires - Vicente Pires/DF;Rua 6;Setor Habitacional Vicente Pires;57;2;1;2;0;290000;0;0;-
SQN 406, 3 quartos, suíte, vista livre, canto!;SQN 406 Bloco A;Asa Norte;90;3;1;2;0;780000;700;0;-
Apartamento para venda com 62 metros quadrados com 2 quartos em Taguatinga Norte - Brasília - DF;CNB 11;Taguatinga Norte;-;2;-;1;-;229667;0;0;-
Apartamento De 03 Quartos Sendo Um Suíte no Condomínio Ilhas Do Lago;SCEN Trecho 1;Asa Norte;-;3;1;2;2;1870000;1940;0;-
Apartamento para venda possui 28 metros quadrados com 1 quarto em Asa Norte - Brasília - DF;SGAN 915 Módulo F;Asa Norte;64;1;1;1;1;346000;320;850;-
Asa Norte Kitnet Reformada, Prédio com Elevador;SCRN 712/713;Asa Norte;-;1;0;1;0;280000;0;0;-
Vendo excelente apartamento 2 quartos na CSA 03 residencial safira Taguatinga sul df .;CSA;Taguatinga Sul;72;2;0;1;1;250000;570;-;-
OPORTUNIDADE + LOCALIZAÇÃO PRIVILEGIADA! EDIFÍCIO TOPÁZIO, CLNW 8/9, NOROESTE;-;Setor Noroeste;33;1;0;1;1;390000;0;0;-
APARTAMENTO NA QNL (TAGUATINGA);QNL 15 Conjunto I;Taguatinga Norte;55;2;-;1;1;250000;370;0;-
Apartamento para venda possui 115 metros quadrados com 3 quartos em Asa Sul - Brasília - DF;SQS 302 Bloco H;Asa Sul;-;3;1;3;1;1200000;785;2599;-
Apartamento de 2 quartos com suíte em Águas Claras - Aceita financiamento;Quadra 103;Norte;99;2;1;2;1;440000;520;10;-
Apartamentos de 1 e 2 quartos a venda, setor de mansões, Sobradinho;Rodovia DF-420;Setor de Mansões de Sobradinho;-;2;1;2;1;175000;-;-;-
Cobertura duplex para venda possui 120 metros quadrados com 3 quartos;QS 406 Conjunto G;Samambaia Norte;-;3;1;2;1;420000;0;0;-
Vendo QI 27 - Cobertura linear Via Blanc - 4 Quartos Suíte - Guará II - C4721;QI 27 Lote 1;Guará II;-;4;4;6;3;2295000;1500;4000;-
Ap de 3 Quartos de 60m² planejado e no porcelanato (Melhor Condominio da Região) (Faça Proposta);QN 5A;Riacho Fundo II;-;3;1;2;1;260000;360;0;-
APARTAMENTO 02 QUARTOS C 12 FRENTE SHOOPING ALAMEDA;C 12;Taguatinga Centro;65;2;-;1;-;250000;400;300;-
Vende-se Apt 3 Qts Residencial Manhattan - Águas Claras/DF;-;Sul;-;3;1;2;1;600000;0;0;-
Apartamento para venda tem 250 metros quadrados com 2 quartos em Ceilândia Sul - Brasília - DF;QNM 5 Conjunto F;Ceilândia Sul;250;2;1;2;2;350000;-;-;-
Ótimo apartamento no Residencial Portal do Cerrado - Ceilândia;QNO 2 Conjunto B;Ceilândia Norte;-;2;0;1;1;265000;0;0;-
Apartamento 150m² 4 quartos (3 suíte)1 vaga, prédio reformado, ac. financiamento, SQS 311;SQS 311 Bloco H;Asa Sul;150;4;3;5;1;1700000;1300;0;-
Apartamento em Residencial MAX 116 em Samambaia Sul/ Breve lançamento;QS 116 Conjunto 2;Samambaia Sul;-;1;0;1;0;187262;0;0;-
Apartamento 2 Quartos + Armários Planejados, Reformado | Quadra 02 Sobradinho DF;Quadra 2 Conjunto A;Sobradinho;60;2;-;1;-;380000;-;-;-
Até 100% financiado, muitas vantagens, ITBI e registro grátis, ganhe desconto;QR 407 Conjunto 5;Samambaia Norte;57;2;0;1;1;175000;220;100;-
NATURE RESIDENCE - Lançamento com 3 quartos e duas vagas Águas Claras - Brasília - DF;Quadra 105;Norte;120;3;1;3;2;1035000;900;1200;-
Apartamento para venda tem 48 metros quadrados com 2 quartos em Taguatinga Norte - Brasília - DF;Setor SAGOCA;Taguatinga Norte;48;2;0;1;1;255000;0;0;-
Prestação média 560, documentação grátis, ganhe subsídio e agende uma visita;QR 407 Conjunto 3;Samambaia Norte;54;1;0;1;1;176000;200;100;-
Apartamento para venda com 43 metros quadrados com 1 quarto em Taguatinga Sul - Brasília - DF;QSF 1 Área Especial 6/7/8;Taguatinga Sul;-;1;1;1;1;242000;350;1000;-
Apartamento para venda possui 60 metros quadrados com 2 quartos em Asa Norte - Brasília - DF;SQN 402 Bloco A;Asa Norte;-;2;0;2;0;550000;900;1300;-
Apartamento para venda com 2 quartos em Aguas Claras 64m² lazer condominio fechado garagem armarios;Rua 20;Norte;64;2;1;2;1;500000;0;0;-
RESIDENCIAL FREE - 1 QUARTO - 46M²;QNN 12;Ceilândia Sul;46;1;0;1;1;200000;320;400;-
Apartamento para venda possui 49 metros quadrados com 2 quartos;Rua 10;Setor Habitacional Vicente Pires;-;2;0;1;0;215000;140;400;-
Apartamento para venda possui 33 metros quadrados com 2 quartos em Samambaia Norte - Brasília - DF;QR 407 Conjunto 3;Samambaia Norte;56;2;0;1;1;175000;200;100;-
APARTAMENTO WEST SIDE CEILANDIA NORTE;QNN 11;Ceilândia Norte;58;2;1;2;1;230000;-;-;-
1 QUARTO COM VARANDA LAZER PREMIUM REAL ESPLENDOR;Avenida das Castanheiras;Norte;43;1;1;1;1;430000;430;51;-
Apartamento para venda possui 84 metros quadrados com 2 quartos;Rua 4;Setor Habitacional Vicente Pires;84;2;1;2;1;350000;0;0;-
LOFT 56M², GAGRAGEM,ARMÁRIOS, ACEITA FGTS E FINANCIAMENTO;Rua 37;Sul;85;1;1;2;1;405000;515;600;-
Loft Duplex no One Mall em Aguas Claras;Rua das Paineiras;Norte;51;1;1;2;1;419000;550;-;-
VENDO APARTAMENTO DE 1 QUARTO NO RIACHO FUNDO I COM EXCELENTE LOCALIZAÇÃO;CLN 5 Bloco A;Riacho Fundo I;-;1;0;1;0;180000;160;-;-
Apartamento para venda com 203 metros quadrados com 4 quartos em Sul - Brasília - DF;Avenida das Araucárias;Sul;-;4;4;5;3;1890000;0;0;-
Apartamento para venda possui 63 metros quadrados com 3 quartos em Taguatinga Norte - Brasília - DF;Setor SAGOCA;Taguatinga Norte;-;3;1;2;1;340000;0;0;-
Apartamento para venda tem 54 metros quadrados com 2 quartos em Ceilândia Norte - Brasília - DF;QNM 12;Ceilândia Norte;-;2;1;1;2;324986;-;300;-
APARTAMENTO DE 3 QUARTOS NO RIACHO FUNDO 1 A VENDA ATLANTIS;Quadra AC 2;Riacho Fundo I;76;3;1;2;1;420000;500;80;-
Apartamento para venda com 71 metros quadrados com 3 quartos em Guará I - Brasília - DF;QI 5 Conjunto J;Guará I;71;3;-;1;2;380000;453;0;-
Apartamento de 2 quartos com garagem Riacho fundo ll;QN 12E Conjunto 1;Riacho Fundo II;-;2;0;1;1;130000;0;0;-
Apartamento 1 Quarto com vaga coberta e lazer completo, Resid Viver Melhor Samambaia;Quadra 301 Conjunto 1;Samambaia Sul;-;1;0;1;1;174900;0;0;-
Valor de venda 173 mil, podendo ser 1 ou 2 quartos, até 100% financiado;QR 407 Conjunto 4;Samambaia Norte;56;2;0;1;1;174990;200;100;-
BRASILIA - Kitchenette/Conjugados - Asa Norte;CLN 308 Bloco C;Asa Norte;30;1;1;1;-;190000;-;-;-
Plano Piloto - Apartamento Padrão - Asa Norte;-;Asa Norte;103;3;1;3;1;989000;1000;-;-
APARTAMENTO 2 QUARTOS, 54M² EM TAGUATINGA NORTE, ACEITA FINANCIAMENTO.;CNB 10;Taguatinga Norte;110;2;-;1;1;225000;530;800;-
APARTAMENTO RESIDENCIAL em BRASÍLIA - DF, TAGUATINGA NORTE (TAGUATINGA);-;Taguatinga Norte;54;2;-;1;1;270000;317;516;-
QNN 12 Ed. Ciro Farah ágio da CAIXA ap. reformando.;QNN 12;Ceilândia Sul;-;3;1;1;1;188000;392;0;-
Qi 07 3 Quartos + DCE;QE;Guará I;102;3;0;2;1;619000;655;870;-
Excelente Apartamento! 03 Quartos, Suíte, 104m2, Quadra,104 de Águas Claras;Quadra 104;Norte;-;3;1;3;2;599998;0;0;-
AOS 4 OCTOGONAL APARTAMENTO 2 QUARTOS + 1 REVERSÍVEL LAZER COMPLETO;AOS 4;Área Octogonal;-;2;0;2;1;900000;776;1334;-
Apto 2 Quartos - Próximo ao Metrô - Águas Claras;Rua 36;Norte;45;2;-;1;1;370000;480;600;-
Apartamento pelo programa casa verde e amarela;QR 407;Samambaia Norte;-;2;0;1;0;179000;0;0;-
1 qt Via Place reformado. Alto padrao, Sudoeste;CLSW 300A;Setor Sudoeste;75;1;1;1;1;740000;634;1314;-
Apartamento com 3 Quartos Vaga e Elevador em Asa Sul - Brasília - DF;SQS 411 Bloco I;Asa Sul;98;3;1;2;1;970000;740;1429;-
Ótimo Sobrado 4 quartos + 1 apt e cs fundos - Recanto das Emas-DF;Avenida Recanto Quadra 300;Recanto das Emas;130;4;-;1;-;500000;0;0;-
Venda Apartamento 2 quartos Sudoeste Brasília;-;Setor Sudoeste;82;2;1;2;1;1250000;-;1802;-
CASA MODERNA - VICENTE PIRES - DF;Rua 4 Chácara 32;Setor Habitacional Vicente Pires - Trecho 3;400;3;3;4;6;1300000;-;-;-
Residencial Peninsula - Reformado - Nascente - Vista Livre - 03 Vagas.;Avenida das Araucárias;Sul;-;4;3;5;3;1630000;0;0;-
Edifício Borghese (SQN 111 Bloco A, Asa Norte – Brasília/DF);SQN 111 Bloco A;Asa Norte;169;3;2;5;2;1950000;1200;3605;-
Apartamento 103m2 com 3 quartos com varanda;Avenida Pau Brasil;Norte;-;3;1;3;1;709000;850;-;-
Apartamento para venda tem 55 metros quadrados com 2 quartos em Recanto das Emas - Brasília - DF;ADE 200 Conjunto 4;Recanto das Emas;65;2;1;2;0;140000;0;0;-
Apartamento para venda tem 52 metros quadrados com 2 quartos em Riacho Fundo II - Brasília - DF;Quadra QC 4 Conjunto 4;Riacho Fundo II;-;2;0;1;0;85000;0;0;-
Apartamento 3Qrts 70m CSB 5 Residencial Munich Taguatinga Sul;CSB 5;Taguatinga Sul;70;3;0;1;1;280000;451;-;-
Apartamento 2qrts pelo programa casa verde e amarela;QR 407 Conjunto 5;Samambaia Norte;-;2;0;1;0;177000;0;0;-
Apartamento para venda possui 58 metros quadrados com 2 quartos em Riacho Fundo I - Brasília - DF;QN 5;Riacho Fundo I;58;2;0;1;0;165000;0;0;-
APARTAMENTO 3QTS CSB 07 - TAGUATINGA SUL;CSB;Taguatinga Sul;-;3;0;2;1;320000;550;0;-
Excelente Apartamento 2 Quartos 70m na Quadra 102 Aguas Claras;Quadra 102 Praça Perdiz;Norte;-;2;1;2;1;530000;560;1000;-
Apartamento para venda com 64 metros quadrados com 2 quartos em Samambaia Norte - Brasília - DF;QI 416;Samambaia Norte;-;2;1;2;1;319061;0;0;-
Apartamento para venda 2Qrts, 54m ED Mont Darc CNB 10;CNB 10;Taguatinga Norte;54;2;0;1;1;225000;520;-;-
Apartamento com 2 quartos em Taguatinga CNB 6 Le Quartier Boulevard Taguatinga;CNB 6;Taguatinga Norte;-;2;1;2;1;351000;0;0;-
Excelente Apartamento Reformado! 03 Quartos, 98m2, SQSW 105, Sudoeste;SQSW 105 Bloco H;Setor Sudoeste;-;3;1;3;1;1290000;0;0;-
SHIN CA 11 ELLEVEN 3 SUÍTES SENDO 2 SEMI SUÍTES LAZER ESPETACULAR LAGO NORTE BRASÍLIA DF;CA 11;Setor de Habitações Individuais Norte;157;3;3;3;2;1143000;0;0;-
Apartamento para venda tem 70 metros quadrados com 2 quartos em Setor Central - Brasília - DF;Área Especial 1;Setor Central;70;2;1;2;1;330000;0;0;-
Apartamento com 2 quartos em Samambaia Sul - Brasília - DF;QN 514 Conjunto 2;Samambaia Sul;-;2;1;2;1;240000;0;0;-
Apartamento para venda tem 103 metros quadrados com 3 quartos em Sul - Brasília - DF;Avenida das Araucárias;Sul;-;3;1;2;2;933668;570;0;-
Apartamento para venda com 65 metros quadrados com 2 quartos;CSA;Taguatinga Sul;75;2;0;1;1;240000;-;-;-
Apartamento para Venda em Brasília, Asa Sul, 4 dormitórios, 1 suíte, 2 banheiros, 1 vaga;-;Asa Sul;86;4;1;2;1;1050000;865;246;-
Apartamento para venda tem 158 metros quadrados com 4 quartos em Sul - Brasília - DF;Avenida das Araucárias;Sul;-;4;2;3;3;1416015;0;0;-
Apartamento no Noroeste;SQNW 108 Bloco G;Setor Noroeste;74;2;-;2;1;970000;0;0;-
BRASÍLIA - Apartamento Padrão - ASA NORTE;-;Asa Norte;252;4;2;6;4;2950000;1675;-;-
Apartamento para venda possui 84 metros quadrados com 3 quartos;Rua 4A;Setor Habitacional Vicente Pires;84;3;-;1;1;300000;0;0;-
Residencial Via Windsor (SQN 213 Bloco G, Asa Norte - Brasília/DF);SQN 213 Bloco G;Asa Norte;268;4;4;6;3;3890000;2390;4305;-
Apartamento para venda tem 71 metros quadrados com 3 quartos em Guará II - Brasília - DF;Colônia Agrícola Bernardo Sayão Chácara 1;Guará II;71;3;3;4;-;250000;-;-;-
Condomínio Parque do Sol - CODHAB - 2 quartos - 42m² - ACEITA FINANCIAMENTO;Quadra 700 Conjunto E;Setor Habitacional Sol Nascente;49;2;0;1;1;155000;150;699;-
Apartamento para venda tem 54 metros quadrados com 2 quartos em Riacho Fundo II - Brasília - DF;Quadra QC 6 Conjunto 21;Riacho Fundo II;54;2;0;1;1;50000;0;0;-
Apartamento para venda de 34m² com 1 quarto em Àguas Claras Norte - Brasília - DF;Rua Copaíba;Norte;-;1;-;1;1;365000;478;650;-
Apartamento 3 quartos com uma suite Cruzeiro Novo desocupado quitado aceita carro propostas;SHCES Quadra 911 Bloco B;Cruzeiro Novo;72;3;1;2;3;550000;380;780;-
Lindo 3 quartos, nascente, com vista livre em Águas Claras;Alameda Gravatá Quadra 301;Norte;72;3;1;2;1;480000;687;0;-
Apartamento 2 quartos no Rosely Gonçalves Aguas Claras;Rua Copaíba;Norte;80;2;-;1;1;390000;390;700;-
SÓ 540 MIL / 02 QUARTOS + DCE / 74 M² / LAZER COMPL.;Rua Buriti;Norte;86;2;1;2;1;540000;778;-;-
QN12D!!! Apto de 2 quartos - Aceita financiamento e FGTS.;QN 12D Conjunto 9;Riacho Fundo II;50;2;-;1;1;160000;300;260;-
BRASÍLIA - Apartamento Padrão - NORTE (ÁGUAS CLARAS);-;Norte;106;3;1;2;2;668298;680;-;-
GRAN VIC GAMA lançamento 2 quartos Programa Casa Verde e Amarela;Área Especial 1;Setor Central;-;2;0;1;1;272700;-;-;-
Apartamento para venda com 89 metros quadrados com 2 quartos em Setor Noroeste - Brasília - DF;SQNW 303 Bloco H;Setor Noroeste;89;2;1;3;2;1164000;1;1;-
Apartamento para venda com 89m2, 2 quartos, Ed.Bahamas Quadra 14, Sobradinho;Quadra 14;Sobradinho;-;2;0;1;0;309000;-;-;-
Gente até 47 mil de subsídio, e tenha 100% financiado;QR 407 Conjunto 3;Samambaia Norte;57;1;0;1;1;174900;200;100;-
Apartamento a venda 02 Quartos Aguas Claras;-;Sul;-;2;1;2;1;530000;0;0;-
Excelente apartamento no residencial Pratic Homen CSB 10 , 2Q 1 suíte 59m.;CSB 10;Taguatinga Sul;60;2;1;2;1;430000;0;0;-
Apartamento 3 quartos de 103m2 Águas Claras- Brasília - Distrito Federal;Avenida Pau Brasil;Norte;103;3;1;3;1;709000;850;1100;-
Prestação média 560, ITBI e registro grátis, ganhe subsídio ou desconto;QR 407 Conjunto 7;Samambaia Norte;57;2;0;1;1;185000;220;100;-
Apartamento para venda com 110 m² com 3 quartos 2 suítes e planejados em Vicente Pires;Chácara 111;Setor Habitacional Vicente Pires - Trecho 3;-;3;2;3;1;555000;250;-;-
Linda cobertura em Vicente Pires;Rua 4A Chácara 111;Setor Habitacional Vicente Pires;150;3;0;3;1;780000;250;-;-
Apartamento com 3 dormitórios à venda, 90 m² por R$ 750.000,00 - Asa Norte - Brasília/DF;SQN 312 Bloco K;Asa Norte;90;3;0;2;0;750000;536;1521;-
MANGUEIRAL - 1º Andar - Nascente;Condomínio Jardins Mangueiral;Jardins Mangueiral;128;2;0;1;1;285000;343;791;-
Apartamento para Venda em Brasília, Taguatinga Norte (Taguatinga), 2 dormitórios, 1 suíte, 1 banheir;Setor SAGOCA;Taguatinga Norte;50;2;1;1;1;249000;320;520;-
